Accessions	Gene	Description	GeneSymbol	Unique_peptides	MCF7.SiCTRL.EtOH.Rep.1	MCF7.SiCTRL.EtOH.Rep.2	MCF7.SiCTRL.E2.Rep.1	MCF7.SiCTRL.E2.Rep.2	MCF7.SiCTRL.E2.Rep.3	MCF7.SiCTRL.E2.Rep.4	MCF7.SiCTRL.EtOH.Rep.3	MCF7.SiCTRL.EtOH.Rep.4	log2FC	AvgIntensity	t	P.Value	adj.P.Val	B
P62993	GRB2_HUMAN	Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1	GRB2	4	8.73	8.71	8.97	8.49	8.53	8.58	8.51	8.4	0.05	8.560518011	0.39	0.7	0.88	-6.74
P00441	SODC_HUMAN	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	SOD1	1	7.83	8.03	8.17	7.85	7.47	7.82	7.58	8.1	-0.06	7.859747868	-0.39	0.7	0.88	-6.75
Q8IWX8	CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3	CHERP	1	6.12	6.36	5.97	6.29	5.17	5.32	5.01	5.07	0.05	5.669620458	0.39	0.7	0.88	-6.75
Q8WWY3	PRP31_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2	PRPF31	2	6.89	7.08	6.7	7.04	6.89	7.05	6.85	7.04	-0.05	6.954292233	-0.39	0.7	0.88	-6.75
Q8N6H7	ARFG2_HUMAN	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1	ARFGAP2	2	7.02	6.45	7	6.77	6.25	6.58	6.42	6.49	0.05	6.608807885	0.39	0.7	0.88	-6.75
Q14126	DSG2_HUMAN	Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	DSG2	9	8.87	8.45	9.46	8.42	9.22	9.63	9.17	9.86	0.09	9.160399679	0.39	0.7	0.88	-6.75
P62277	RS13_HUMAN	40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2	RPS13	2	6.12	6.35	6.29	6.59	7.26	7.89	7.44	7.9	0.06	7.017792434	0.39	0.7	0.88	-6.75
Q8N9T8	KRI1_HUMAN	Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3	KRI1	3	6.91	6.68	7.73	6.99	9.16	9.52	9.11	10.25	0.11	8.306755692	0.39	0.7	0.88	-6.75
Q9UNH7	SNX6_HUMAN	Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1	SNX6	1	4.08	4.02	3.97	4.12	3.83	3.6	4.09	3.57	-0.06	3.927735736	-0.39	0.7	0.88	-6.75
Q02880	TOP2B_HUMAN	DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3	TOP2B	13	10.21	10.41	10.43	10.56	10.63	10.76	10.57	11.03	0.04	10.59260194	0.39	0.7	0.88	-6.75
Q96KM6	Z512B_HUMAN	Zinc finger protein 512B OS=Homo sapiens OX=9606 GN=ZNF512B PE=1 SV=1	ZNF512B	2	6.92	7.25	6.81	7.36	6.63	6.36	6.36	6.41	0.05	6.744742969	0.39	0.7	0.88	-6.75
Q13206	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2	DDX10	1	4.62	4.5	5.15	4.67	5.5	5.89	5.48	6.26	0.09	5.188693475	0.38	0.71	0.88	-6.75
Q9NWT1	PK1IP_HUMAN	p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2	PAK1IP1	2	7.5	7.61	8.21	7.73	7.38	7.98	7.29	8.54	0.09	7.763815182	0.38	0.71	0.88	-6.75
P42166	LAP2A_HUMAN	"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2"	TMPO	2	5.6	6.32	5.69	6.21	5.52	5.12	5.37	5.5	-0.07	5.639239121	-0.38	0.71	0.88	-6.75
P23396	RS3_HUMAN	40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	RPS3	8	10.87	10.98	10.47	11.06	10.6	10.83	10.83	10.57	-0.07	10.78892494	-0.38	0.71	0.88	-6.75
P22087	FBRL_HUMAN	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2	FBL	7	9.17	8.99	9.88	9.22	10.24	10.51	10.18	11.13	0.09	9.920930313	0.38	0.71	0.89	-6.75
P21964	COMT_HUMAN	Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2	COMT	2	8.35	8.69	8.44	8.57	7.88	7.77	7.95	7.81	-0.04	8.190850611	-0.38	0.71	0.89	-6.75
Q13131	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4	PRKAA1	1	5.3	5.75	5.21	5.52	5.95	5.76	5.81	5.81	-0.06	5.554185072	-0.37	0.71	0.89	-6.75
Q8N1F7	NUP93_HUMAN	Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2	NUP93	1	5.31	5	4.76	5.09	6.07	5.96	5.94	5.87	-0.06	5.418805829	-0.37	0.71	0.89	-6.75
Q9HAF1	EAF6_HUMAN	Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1	MEAF6	1	5.58	5.52	5.63	5.38	6.12	6.03	6.41	5.89	-0.06	5.81774784	-0.37	0.72	0.89	-6.75
P05114	HMGN1_HUMAN	Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	HMGN1	2	8.77	8.57	9.14	8.72	7.81	8.24	7.86	8.45	0.06	8.443635237	0.37	0.72	0.89	-6.75
Q7Z2W4	ZCCHV_HUMAN	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3	ZC3HAV1	1	4.02	4.38	4.5	4.34	5.36	5.44	5.47	5.6	0.04	4.910432493	0.37	0.72	0.89	-6.75
Q9P0M6	H2AW_HUMAN	Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=H2AFY2 PE=1 SV=3	H2AFY2	1	9.09	8.61	8.75	8.54	7.63	7.77	7.75	7.41	-0.04	8.208633492	-0.37	0.72	0.89	-6.75
Q9NV06	DCA13_HUMAN	DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2	DCAF13	2	6.77	6.37	7.04	6.29	8.32	8.4	8.29	8.91	-0.07	7.524034186	-0.37	0.72	0.89	-6.75
P50995	ANX11_HUMAN	Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1	ANXA11	2	7.18	6.92	7.36	6.94	6.91	6.8	6.84	6.9	0.04	6.927845115	0.36	0.73	0.9	-6.76
O95487	SC24B_HUMAN	Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2	SEC24B	4	7.95	7.71	7.95	7.53	8.35	8.26	7.89	8.34	0.05	8.047777974	0.35	0.73	0.9	-6.76
Q96B26	EXOS8_HUMAN	Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1	EXOSC8	1	5.27	4.82	5.63	5.07	5.61	5.67	5.58	6.07	0.06	5.396700078	0.35	0.73	0.9	-6.76
Q9BVC6	TM109_HUMAN	Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1	TMEM109	1	4.73	4.23	4.76	4.31	5.15	5.24	5.17	5.59	-0.06	4.858540856	-0.35	0.73	0.9	-6.76
Q96HC4	PDLI5_HUMAN	PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5	PDLIM5	3	8.23	8.33	8.45	8.39	7.73	7.76	7.68	7.94	0.04	8.052255306	0.35	0.73	0.9	-6.76
Q8WUD4	CCD12_HUMAN	Coiled-coil domain-containing protein 12 OS=Homo sapiens OX=9606 GN=CCDC12 PE=1 SV=1	CCDC12	1	6.69	6.78	6.59	6.68	6.6	6.49	6.57	6.51	-0.04	6.614067602	-0.35	0.73	0.9	-6.76
P18085	ARF4_HUMAN	ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3	ARF4	4	7.83	8.26	7.79	8.17	8.82	9.05	8.9	8.97	-0.04	8.465712338	-0.35	0.73	0.9	-6.76
Q9HAU5	RENT2_HUMAN	Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1	UPF2	1	5.63	5.47	5.36	5.85	6.86	6.38	6.55	6.52	0.07	6.16391186	0.35	0.73	0.9	-6.76
Q9H7B2	RPF2_HUMAN	Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2	RPF2	4	7.79	7.52	8.24	7.97	8.09	8.49	8.25	8.96	0.07	8.145253458	0.35	0.73	0.9	-6.76
Q9BVJ6	UT14A_HUMAN	U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1	UTP14A	2	5.87	5.7	6.16	5.73	7.47	7.65	7.52	8.21	-0.07	6.776631397	-0.35	0.73	0.9	-6.76
P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1	HNRNPK	23	12.49	12.55	12.06	12.61	12.24	12.28	12.31	12.04	-0.05	12.33774704	-0.35	0.73	0.9	-6.76
Q86VP6	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2	CAND1	6	8.4	9.03	8.41	8.91	8.56	8.82	8.55	8.92	-0.05	8.681550013	-0.34	0.74	0.9	-6.76
P85037	FOXK1_HUMAN	Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1	FOXK1	1	2.02	1.75	1.46	1.32	2.77	2.9	2.73	2.33	-0.09	2.433322025	-0.34	0.74	0.9	-6.76
P00558	PGK1_HUMAN	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	PGK1	10	10.64	11.43	10.61	11.28	10.82	11.06	10.75	11.14	-0.05	10.96115833	-0.34	0.74	0.9	-6.76
P56556	NDUA6_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=3	NDUFA6	1	6.27	5.45	6.1	5.87	5.11	4.99	5.36	5.18	-0.05	5.494810447	-0.34	0.74	0.9	-6.76
P78316	NOP14_HUMAN	Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3	NOP14	3	6.84	6.15	6.85	6.27	8.5	8.74	8.41	9.28	-0.08	7.60913815	-0.34	0.74	0.9	-6.76
Q13813	SPTN1_HUMAN	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3"	SPTAN1	4	6.76	6.73	6.93	6.85	7.24	7.56	7.37	7.56	0.04	7.104376526	0.34	0.74	0.9	-6.77
Q9NR09	BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2	BIRC6	1	4.95	4.28	4.46	5.09	5.38	4.73	5.11	5	0.08	4.970175039	0.34	0.74	0.9	-6.77
Q00610	CLH1_HUMAN	Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5	CLTC	37	12.32	12.26	12.4	12.25	12.51	12.73	12.4	12.73	0.05	12.45941069	0.34	0.74	0.9	-6.77
P07814	SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5	EPRS	5	7.88	8.34	7.47	8.43	7.05	6.83	6.86	6.94	-0.06	7.484681927	-0.34	0.74	0.9	-6.77
Q8NI27	THOC2_HUMAN	THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2	THOC2	1	6.53	6.25	6.95	6.2	4.88	5.17	4.83	5.36	0.06	5.696297924	0.34	0.74	0.9	-6.77
P49915	GUAA_HUMAN	GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1	GMPS	4	8.21	8.36	8.26	8.49	8.22	8.13	8.11	8.28	0.03	8.234698036	0.33	0.74	0.9	-6.77
P54920	SNAA_HUMAN	Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3	NAPA	2	6.24	6.46	5.97	6.48	7.17	7.22	6.92	7.07	0.04	6.675548483	0.33	0.74	0.9	-6.77
Q9NX58	LYAR_HUMAN	Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2	LYAR	2	6.99	6.71	7.23	6.82	7.45	7.81	7.59	8.29	-0.07	7.362106439	-0.33	0.75	0.9	-6.77
Q9H6F5	CCD86_HUMAN	Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1	CCDC86	1	6.62	6.75	7.23	6.76	6.63	6.86	6.6	7.22	0.07	6.807967127	0.33	0.75	0.9	-6.77
P08708	RS17_HUMAN	40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	RPS17	4	9.27	9.35	9.03	9.51	8.68	9.35	8.93	9.19	-0.04	9.13191389	-0.33	0.75	0.91	-6.77
Q15050	RRS1_HUMAN	Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2	RRS1	10	9.19	8.91	9.85	9.04	10	10.28	9.91	10.82	0.08	9.759092497	0.33	0.75	0.91	-6.77
Q92882	OSTF1_HUMAN	Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2	OSTF1	1	6.72	7.03	6.46	7.18	6.26	5.75	5.93	5.74	0.06	6.330931444	0.33	0.75	0.91	-6.77
O94979	SC31A_HUMAN	Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3	SEC31A	20	11.26	11.62	11.52	11.38	11.99	11.86	11.58	12.06	0.06	11.71568911	0.33	0.75	0.91	-6.77
Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	HNRNPU	20	13.09	13.21	12.62	13.28	12.47	12.66	12.6	12.36	-0.06	12.80964748	-0.32	0.75	0.91	-6.77
P58107	EPIPL_HUMAN	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	EPPK1	73	13.25	13.06	13.9	13.01	13.54	14.07	13.55	14.35	0.08	13.57262831	0.32	0.75	0.91	-6.77
O00299	CLIC1_HUMAN	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	CLIC1	3	7.72	7.52	7.81	7.47	7.92	8.17	8.04	8.24	-0.03	7.849349171	-0.32	0.75	0.91	-6.77
Q9Y3A2	UTP11_HUMAN	Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens OX=9606 GN=UTP11 PE=1 SV=2	UTP11	3	7.52	7.45	8.24	7.61	8.55	8.94	8.45	9.59	0.09	8.260972692	0.32	0.75	0.91	-6.77
Q9UBK8	MTRR_HUMAN	Methionine synthase reductase OS=Homo sapiens OX=9606 GN=MTRR PE=1 SV=3	MTRR	1	9.16	9.37	9.34	9.1	9.16	9.71	9.29	9.67	-0.05	9.39956563	-0.32	0.75	0.91	-6.77
P62750	RL23A_HUMAN	60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1	RPL23A	7	10.64	10.57	10.43	10.69	10.82	11.43	10.98	11.35	-0.04	10.88609331	-0.32	0.75	0.91	-6.77
P08779	K1C16_HUMAN	"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4"	KRT16	10	11.6	10.19	11.87	10.68	10.81	10.06	11.18	9.97	0.12	10.78805418	0.32	0.75	0.91	-6.77
O60832	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	DKC1	9	9.5	9.37	10.21	9.58	10.43	10.61	10.29	11.33	0.08	10.20815502	0.32	0.75	0.91	-6.77
Q9NVN8	GNL3L_HUMAN	Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens OX=9606 GN=GNL3L PE=1 SV=1	GNL3L	2	5.91	6.08	5.82	6.35	5.85	5.98	5.82	6.06	0.03	5.957820518	0.32	0.76	0.91	-6.77
P49711	CTCF_HUMAN	Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1	CTCF	1	7.7	8.08	7.44	8.21	8.64	8.47	8.24	8.55	0.05	8.175894713	0.32	0.76	0.91	-6.77
Q99832	TCPH_HUMAN	T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2	CCT7	1	5.23	5.26	5.17	5.29	5.33	5.41	5.33	5.19	0.04	5.199018444	0.31	0.76	0.91	-6.77
P61421	VA0D1_HUMAN	V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1	ATP6V0D1	3	8.83	9.1	8.7	9.18	8.19	8.15	8.25	7.82	0.05	8.570182658	0.31	0.76	0.91	-6.77
Q9Y6M1	IF2B2_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2	IGF2BP2	1	2.85	3.22	3.03	2.39	4.49	5.02	4.62	4.55	-0.07	3.685961838	-0.31	0.76	0.91	-6.77
P08621	RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	SNRNP70	11	10.86	10.98	10.53	11.08	10.33	10.39	10.41	10.24	-0.04	10.6269876	-0.31	0.76	0.91	-6.77
A6NFT4	CFA73_HUMAN	Cilia- and flagella-associated protein 73 OS=Homo sapiens OX=9606 GN=CFAP73 PE=2 SV=3	CFAP73	1	5.11	4.46	4.93	4.38	5.61	5	5.53	5.29	-0.11	5.089692446	-0.31	0.76	0.91	-6.78
P06702	S10A9_HUMAN	Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1	S100A9	2	9.51	7.66	9	7.08	7.51	8.92	8.41	7.51	-0.14	8.152737111	-0.31	0.76	0.91	-6.78
O00566	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	MPHOSPH10	7	8.51	8.31	9.12	8.52	9.16	9.39	9.09	10	0.07	9.029463158	0.31	0.76	0.91	-6.78
P33993	MCM7_HUMAN	DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4	MCM7	6	8.79	9.25	8.54	9.56	9.12	8.63	8.89	8.64	0.07	8.893965357	0.31	0.76	0.91	-6.78
P84098	RL19_HUMAN	60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1	RPL19	3	8.7	8.74	8.59	8.69	7.86	8.77	8.14	8.55	-0.05	8.503924969	-0.31	0.76	0.91	-6.78
P46781	RS9_HUMAN	40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	RPS9	10	11.13	11.14	10.86	11.28	10.83	11.27	11.15	11.02	-0.05	11.07608987	-0.3	0.77	0.91	-6.78
P30101	PDIA3_HUMAN	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	PDIA3	1	5.27	5.27	5.32	5.32	6.47	6.3	6.42	6.62	-0.04	5.858903543	-0.3	0.77	0.91	-6.78
Q7L1Q6	BZW1_HUMAN	Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	BZW1	2	7.18	7.62	7.11	7.76	8.09	8.17	8.14	8.38	-0.05	7.831835684	-0.3	0.77	0.92	-6.78
P17844	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1	DDX5	20	12.05	12.14	11.71	12.26	11.9	11.84	11.87	11.81	-0.04	11.94062363	-0.3	0.77	0.92	-6.78
Q16630	CPSF6_HUMAN	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2	CPSF6	6	9.02	9.14	8.74	9.31	9.04	9.15	9.07	9.13	-0.03	9.11252038	-0.3	0.77	0.92	-6.78
Q96T60	PNKP_HUMAN	Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1	PNKP	1	4.54	4.9	4.67	4.66	5.48	5.45	5.26	5.71	-0.04	5.066320549	-0.3	0.77	0.92	-6.78
O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	SF3B1	4	8.65	8.41	8.53	8.5	7.81	7.86	7.92	7.83	-0.03	8.213630158	-0.3	0.77	0.92	-6.78
P27695	APEX1_HUMAN	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2	APEX1	4	9.93	9.95	10.13	10.17	9.33	9.65	9.2	10.02	0.04	9.790943998	0.29	0.77	0.92	-6.78
Q96K37	S35E1_HUMAN	Solute carrier family 35 member E1 OS=Homo sapiens OX=9606 GN=SLC35E1 PE=1 SV=2	SLC35E1	1	6.49	6.66	6.58	6.67	5.99	5.71	6.09	5.56	0.04	6.223708869	0.29	0.77	0.92	-6.78
P62899	RL31_HUMAN	60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1	RPL31	5	9.98	9.98	9.86	10.12	9.91	10.54	10.25	10.39	-0.04	10.13264665	-0.29	0.77	0.92	-6.78
Q15075	EEA1_HUMAN	Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	EEA1	2	6.17	6.12	5.95	6.41	6.34	6.22	6.09	6.34	0.05	6.192176434	0.29	0.77	0.92	-6.78
Q9Y3B9	RRP15_HUMAN	RRP15-like protein OS=Homo sapiens OX=9606 GN=RRP15 PE=1 SV=2	RRP15	1	7.22	6.81	7.71	7.12	7.54	7.84	7.24	8.61	0.08	7.519883653	0.29	0.77	0.92	-6.78
O75934	SPF27_HUMAN	Pre-mRNA-splicing factor SPF27 OS=Homo sapiens OX=9606 GN=BCAS2 PE=1 SV=1	BCAS2	4	8.16	8.48	8.17	8.42	7.83	7.7	7.71	7.66	0.03	8.006190895	0.29	0.77	0.92	-6.78
P41208	CETN2_HUMAN	Centrin-2 OS=Homo sapiens OX=9606 GN=CETN2 PE=1 SV=1	CETN2	2	7.35	7.48	7.28	7.37	7.28	7.29	6.98	7.51	-0.03	7.29545189	-0.29	0.78	0.92	-6.78
Q86Y56	DAAF5_HUMAN	"Dynein assembly factor 5, axonemal OS=Homo sapiens OX=9606 GN=DNAAF5 PE=1 SV=4"	DNAAF5	3	7.08	7.4	7.03	7.42	7.41	7.22	7.23	7.22	0.04	7.215015334	0.29	0.78	0.92	-6.78
P40939	ECHA_HUMAN	"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2"	HADHA	1	4.81	4.61	4.95	4.67	4.4	4.65	4.9	4.51	-0.04	4.660632493	-0.28	0.78	0.92	-6.78
Q92598	HS105_HUMAN	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	HSPH1	1	3.08	2.97	3.69	3.1	4.35	4.68	4.35	5.17	0.07	3.824916377	0.28	0.78	0.92	-6.78
Q5RKV6	EXOS6_HUMAN	Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1	EXOSC6	1	4.55	4.15	4.54	4.59	4.51	5.16	4.79	5.53	-0.06	4.716619783	-0.28	0.78	0.92	-6.78
Q03252	LMNB2_HUMAN	Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4	LMNB2	8	9.08	8.92	9.15	9.08	9.38	9.76	9.58	9.65	0.03	9.318101681	0.28	0.78	0.92	-6.78
P02538	K2C6A_HUMAN	"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3"	KRT6A	1	5.59	5.09	6.5	4.55	3.03	3.06	3.11	3.03	0.08	4.244217802	0.28	0.79	0.92	-6.78
Q9BXJ9	NAA15_HUMAN	"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1"	NAA15	1	3.45	3.36	3	3.67	3.83	4.37	3.94	4.29	-0.05	3.687154208	-0.28	0.79	0.92	-6.78
O43172	PRP4_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2	PRPF4	3	7.92	8.27	7.63	8.41	7.87	7.75	7.87	7.78	-0.05	7.932470941	-0.28	0.79	0.92	-6.79
P61088	UBE2N_HUMAN	Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1	UBE2N	1	4.19	4.26	4.19	4.21	4.55	4.78	4.49	4.96	-0.04	4.494534058	-0.28	0.79	0.92	-6.79
Q9UL25	RAB21_HUMAN	Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3	RAB21	3	7.65	7.51	7.83	7.31	7.94	8.07	7.93	8.18	-0.03	7.779923493	-0.27	0.79	0.92	-6.79
P18615	NELFE_HUMAN	Negative elongation factor E OS=Homo sapiens OX=9606 GN=NELFE PE=1 SV=3	NELFE	1	2.02	3.22	2.27	2.86	2.39	2.33	2.88	2.04	-0.07	2.60966149	-0.27	0.79	0.92	-6.79
Q86UD4	ZN329_HUMAN	Zinc finger protein 329 OS=Homo sapiens OX=9606 GN=ZNF329 PE=1 SV=2	ZNF329	1	5.56	5.34	6.46	5.48	6.52	7.05	6.6	7.66	0.08	6.335365999	0.27	0.79	0.92	-6.79
Q0VDF9	HSP7E_HUMAN	Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1	HSPA14	1	4.93	5.25	4.87	4.86	4.69	4.94	4.88	4.5	-0.05	4.812585415	-0.27	0.79	0.92	-6.79
Q96GQ7	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2	DDX27	12	9.43	9.26	10.01	9.43	10.57	10.86	10.49	11.44	0.06	10.13336522	0.27	0.79	0.92	-6.79
Q9NVU7	SDA1_HUMAN	Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3	SDAD1	1	4.59	4.3	4.99	4.65	6.46	6.84	6.36	7.43	0.07	5.593850189	0.27	0.79	0.92	-6.79
